placement,dataset,n_windows,n_features,test_f1,precision,recall,auc,best_model
PANTS,FallAllD-Waist (hip proxy),30708,26,0.836027713625866,0.8674121405750799,0.8068350668647846,0.9706757860376465,ExtraTreesGini
